City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,puerto penasco,31.3167,-113.5333,304.24,65,40,9.05,MX,1690782977
365,elbasan,41.1125,20.0822,298.55,55,1,0.77,AL,1690782979
366,magadan,59.5667,150.8,285.96,84,100,3.76,RU,1690782922
367,arrifes,37.7667,-25.7,295.29,88,75,1.54,PT,1690782981
368,partapur,23.6,74.1667,304.7,65,83,6.33,IN,1690782983
369,quisqueya,18.5554,-69.4081,299.09,95,81,2.51,DO,1690782984
370,san martin,-33.081,-68.4681,283.45,48,84,2.27,AR,1690782985
371,lata,40.1629,-8.3327,285.01,93,3,0.91,PT,1690782986
372,kerikeri,-35.2268,173.9474,283.42,88,1,1.51,NZ,1690782987
373,bodaybo,57.8506,114.1933,300.11,49,86,2.46,RU,1690782989
374,puerto lempira,15.2667,-83.7667,299.24,91,88,2.62,HN,1690782990
375,mogocha,53.7333,119.7667,303.83,35,83,5.33,RU,1690782991
376,punta arenas,-53.15,-70.9167,276.04,77,72,5.38,CL,1690782992
377,fabriano,43.3406,12.9073,296.82,58,31,0.93,IT,1690782994
378,yeniseysk,58.4497,92.1703,295.45,68,100,1.47,RU,1690782995
379,sumenep,-7.0167,113.8667,302.77,57,85,6.73,ID,1690782996
380,kone,-21.0595,164.8658,294.92,61,9,3.5,NC,1690782997
381,elliot lake,46.3834,-82.6331,283.7,98,14,2.23,CA,1690782998
382,childress,34.4264,-100.204,301.99,36,0,3.6,US,1690783000
383,dila,6.4167,38.3167,294.19,73,66,1.4,ET,1690783001
384,kasama,-10.2129,31.1808,290.67,36,20,1.41,ZM,1690783003
385,rahimah,26.7079,50.0619,311.27,29,5,4.17,SA,1690783004
386,gebeit,21.0667,36.3167,308.23,11,8,3.07,SD,1690783006
387,bakanas,44.8081,76.2772,308.4,15,28,2.7,KZ,1690783007
388,arendal,58.4615,8.7725,285.04,74,100,0.5,NO,1690783008
389,west bay,19.3667,-81.4167,302.59,84,72,0.45,KY,1690783009
390,arraial do cabo,-22.9661,-42.0278,292.62,80,66,5.48,BR,1690783010
391,la'ie,21.6477,-157.9253,300.13,76,67,7.84,US,1690783012
392,peace river,56.2501,-117.286,293.32,72,75,7.2,CA,1690782994
393,bozhou,33.8772,115.7703,305.52,68,85,4.02,CN,1690783014
394,kish,26.5578,54.0194,310.3,63,54,2.06,IR,1690783015
395,khorixas,-20.3667,14.9667,282.67,27,0,5.13,NA,1690783016
396,al wajh,26.2455,36.4525,304.12,74,0,2.57,SA,1690783018
397,santana,-0.0583,-51.1817,300.25,94,20,2.57,BR,1690783019
398,kaduy,59.2,37.15,291.93,67,100,2.12,RU,1690783020
399,kiruhura,-2.4773,29.7679,295.04,45,41,0.83,RW,1690783021
400,craigieburn,-37.6,144.95,289.14,64,75,9.26,AU,1690783022
401,daman,20.4167,72.85,301.61,83,52,6.53,IN,1690783024
402,san pedro pochutla,15.7333,-96.4667,299.66,73,82,1.93,MX,1690783025
403,huilong,31.8111,121.655,301.97,81,1,6.63,CN,1690783026
404,la tour-du-pin,45.5667,5.45,290.18,75,97,1.0,FR,1690783029
405,port angeles,48.1181,-123.4307,290.56,72,75,4.12,US,1690783030
406,emerald,-23.5333,148.1667,298.73,31,58,3.02,AU,1690783031
407,howard springs,-12.497,131.047,307.1,21,4,3.55,AU,1690783032
408,fortuna,40.5982,-124.1573,289.34,88,100,4.12,US,1690783034
409,ixtapa,20.7,-105.2,298.83,89,90,1.19,MX,1690783035
410,laguna,38.421,-121.4238,299.44,32,0,4.12,US,1690782905
411,nagqu,31.5,92.0,289.57,49,80,3.7,CN,1690783037
412,ujae,8.9322,165.7642,301.23,81,100,6.18,MH,1690783038
413,ryotsu-minato,38.0833,138.4333,303.49,63,90,1.23,JP,1690783040
414,mahanoro,-19.9,48.8,295.72,65,19,0.33,MG,1690783041
415,krasnyy chikoy,50.3643,108.7512,306.46,36,90,1.08,RU,1690783042
416,beledweyne,4.7358,45.2036,300.05,56,65,9.65,SO,1690783043
417,kudahuvadhoo,2.6708,72.8944,301.44,73,78,3.08,MV,1690783045
418,mugia,43.1041,-9.2179,288.1,83,0,1.28,ES,1690783046
419,mead,47.7674,-117.3549,295.22,31,0,0.45,US,1690783047
420,ola,59.5833,151.2833,286.8,81,100,3.84,RU,1690783048
421,domanivka,47.6319,30.9885,297.26,52,98,2.87,UA,1690783050
422,kavaratti,10.5669,72.642,301.5,75,96,7.6,IN,1690783051
423,cidreira,-30.1811,-50.2056,287.17,78,100,2.41,BR,1690783052
424,kiunga,-6.1219,141.2906,298.13,89,100,1.22,PG,1690783053
425,kavieng,-2.5744,150.7967,301.45,75,90,6.71,PG,1690783054
426,lepsy,46.235,78.9456,306.67,18,1,2.32,KZ,1690783056
427,gunjur,13.2019,-16.7339,298.19,100,75,0.0,GM,1690783057
428,nsanje,-16.92,35.262,296.89,45,5,2.41,MW,1690783058
429,axim,4.8699,-2.2405,296.9,92,32,2.16,GH,1690783059
430,pangody,65.85,74.4859,293.5,47,65,5.51,RU,1690783060
431,monticello,45.3055,-93.7941,291.05,93,75,0.0,US,1690783062
432,acajutla,13.5928,-89.8275,299.45,86,98,3.35,SV,1690783057
433,zest'aponi,42.11,43.0525,295.21,56,17,3.04,GE,1690783064
434,la ligua,-32.4524,-71.2311,286.45,82,99,0.73,CL,1690783065
435,al kharijah,25.4514,30.5464,304.38,26,0,3.24,EG,1690783067
436,zhongshan,21.3226,110.5829,304.29,67,99,4.98,CN,1690783068
437,rota,36.6224,-6.3586,294.22,88,0,0.0,ES,1690783069
438,beau vallon,-20.4189,57.6953,296.6,83,75,5.66,MU,1690783070
439,mtskheta,41.8451,44.7188,295.2,76,100,1.62,GE,1690783071
440,kilembe,0.2,30.0,292.55,75,81,0.98,UG,1690783073
441,tokar,18.4254,37.729,310.86,35,84,14.02,SD,1690783074
442,conde,-7.2597,-34.9075,293.85,100,0,2.57,BR,1690782782
443,vila velha,-20.3297,-40.2925,292.12,96,100,1.54,BR,1690783076
444,farrokh shahr,32.2717,50.9801,301.74,15,0,1.03,IR,1690783078
445,farap,39.1704,63.6116,310.15,19,0,5.14,TM,1690783079
446,churapcha,62.0025,132.4325,295.21,36,0,5.97,RU,1690783080
447,fengcheng,40.4536,124.0717,302.79,73,100,0.83,CN,1690783081
448,yuzhno-kurilsk,44.0306,145.8556,294.15,86,100,1.73,RU,1690783082
449,saint-philippe,-21.3585,55.7679,296.92,68,3,4.49,RE,1690783084
450,embi,48.8264,58.1442,302.91,29,3,5.56,KZ,1690783085
451,aleksandrovskoye,44.7142,43.0008,299.49,45,10,5.3,RU,1690783086
452,albertina,-22.2008,-46.6158,285.23,89,0,1.84,BR,1690783087
453,delice,39.9537,34.0259,294.22,38,0,1.63,TR,1690783089
454,dryden,49.7833,-92.7503,290.31,72,75,2.06,CA,1690783090
455,peniche,39.3558,-9.3811,292.2,92,0,5.81,PT,1690783091
456,palikir - national government center,6.9248,158.1611,301.48,75,50,3.52,FM,1690783092
457,garoua boulai,5.8833,14.55,291.73,99,100,1.22,CM,1690783093
458,new norfolk,-42.7826,147.0587,284.87,86,30,6.24,AU,1690783095
459,floro,61.5996,5.0328,288.13,88,75,2.06,NO,1690783096
460,rabo de peixe,37.8,-25.5833,295.88,88,75,1.54,PT,1690783097
461,brookings,44.3114,-96.7984,293.25,84,0,4.63,US,1690783098
462,riachao do jacuipe,-11.8069,-39.3856,291.85,95,21,1.78,BR,1690783100
463,sogndal,61.2283,7.1003,287.36,93,75,0.0,NO,1690783101
464,puerto santa,-8.9906,-78.6456,292.77,86,25,3.97,PE,1690783102
465,revda,56.801,59.9303,296.12,60,46,3.25,RU,1690783103
466,angaur state,6.906,134.13,302.05,75,40,3.67,PW,1690783105
467,adjumani,3.3779,31.7909,294.61,91,92,0.67,UG,1690783106
468,nagbalaye,9.2492,122.8759,305.09,74,23,2.75,PH,1690783107
469,konarka,19.9,86.1167,304.37,73,100,3.02,IN,1690782855
470,vrangel',42.7297,133.0839,298.66,69,30,6.47,RU,1690783109
471,dunedin,-45.8742,170.5036,285.26,61,76,3.13,NZ,1690783024
472,port hedland,-20.3167,118.5667,304.18,11,40,6.69,AU,1690782911
473,ad darb,17.7229,42.2526,311.79,31,82,4.08,SA,1690783114
474,la sarre,48.8002,-79.1996,280.19,88,73,2.33,CA,1690782849
475,sidon,33.5631,35.3689,304.99,66,2,3.59,LB,1690783116
476,booue,-0.0921,11.9385,296.81,78,44,1.8,GA,1690783118
477,prattville,32.464,-86.4597,295.88,96,0,2.06,US,1690783119
478,hammerfest,70.6634,23.6821,286.4,94,95,1.54,NO,1690783121
479,conception bay south,47.4999,-52.9981,288.0,96,98,1.43,CA,1690782992
480,bogale,16.2833,95.4,301.73,83,100,8.73,MM,1690783123
481,fort bragg,35.139,-79.006,299.06,83,100,1.54,US,1690783124
482,fauske,67.2588,15.3918,293.68,66,68,3.08,NO,1690783125
483,tavarnelle val di pesa,43.5618,11.1715,295.7,100,13,0.7,IT,1690783127
484,belyy yar,53.6039,91.3903,302.09,45,0,4.0,RU,1690783128
485,al faw,29.9776,48.4741,311.15,17,0,4.72,IQ,1690783129
486,thunder bay,48.4001,-89.3168,288.14,94,100,2.57,CA,1690783066
487,santa cruz,-17.8,-63.1667,293.85,88,0,2.57,BO,1690783131
488,riohacha,11.5444,-72.9072,300.18,79,100,4.22,CO,1690783133
489,tondano,1.3038,124.9112,303.2,58,25,2.36,ID,1690783134
490,morondava,-20.2833,44.2833,296.63,35,1,2.59,MG,1690783135
491,lerwick,60.1545,-1.1494,287.15,93,42,1.58,GB,1690783136
492,itoman,26.1247,127.6694,304.36,73,75,10.29,JP,1690783137
493,taro,-8.3862,115.28,297.15,59,67,1.77,ID,1690783139
494,taupo,-38.6833,176.0833,281.14,90,93,1.47,NZ,1690783140
495,dabrowa tarnowska,50.1746,20.9863,291.97,87,66,5.53,PL,1690783141
496,vila do maio,15.1333,-23.2167,299.59,84,93,1.46,CV,1690783142
497,princeton,25.5384,-80.4089,302.59,89,0,0.0,US,1690783144
498,mangrol,21.1167,70.1167,301.78,79,86,9.12,IN,1690783146
499,arkalyk,50.2486,66.9114,301.97,33,4,4.57,KZ,1690783147
500,tokmok,42.8417,75.3016,307.56,20,10,4.6,KG,1690783148
501,san fernando de apure,7.8878,-67.4724,295.9,98,96,1.44,VE,1690783150
502,kurchatov,51.6601,35.6521,294.49,62,91,2.71,RU,1690783151
503,grand falls-windsor,48.9332,-55.6649,284.54,93,96,1.34,CA,1690783152
504,illapel,-31.6308,-71.1653,289.55,60,84,1.21,CL,1690783153
505,coyhaique,-45.5752,-72.0662,274.57,97,96,0.93,CL,1690783155
506,kharabali,47.4196,47.2568,301.17,36,0,0.35,RU,1690783156
507,cole harbour,44.6724,-63.4751,289.81,95,2,1.03,CA,1690783157
508,nizhniy odes,63.6445,54.856,298.45,41,14,3.48,RU,1690783158
509,ulaangom,49.9811,92.0667,302.76,23,53,2.69,MN,1690783159
510,two rivers,44.1539,-87.5693,290.46,76,0,0.0,US,1690783161
511,moissala,8.3404,17.7663,294.72,98,100,3.24,TD,1690783162
512,anxiang,29.4,112.15,308.0,58,57,3.92,CN,1690783163
513,codrington,-38.2667,141.9667,287.12,75,55,9.12,AU,1690783164
514,khovd,48.0056,91.6419,300.24,26,100,3.41,MN,1690783166
515,hasaki,35.7333,140.8333,310.53,79,52,9.83,JP,1690783167
516,coracora,-15.0333,-73.7833,283.05,65,75,1.33,PE,1690783168
517,aboso,5.3617,-1.9473,295.56,98,72,1.16,GH,1690783169
518,seven pagodas,12.6264,80.1722,306.51,52,95,6.61,IN,1690783171
519,sinabang,2.4803,96.3801,301.43,76,77,1.85,ID,1690783172
520,kupang,-10.1667,123.5833,305.47,45,20,7.72,ID,1690783173
521,vorkuta,67.5,64.0,296.28,50,83,2.86,RU,1690783174
522,balqash,46.8481,74.995,306.48,27,0,2.0,KZ,1690783175
523,tepetzintla,21.1667,-97.8333,296.21,91,100,1.65,MX,1690783177
524,nadi,-17.8,177.4167,298.15,65,75,4.12,FJ,1690783178
525,bucerias,20.75,-105.3333,299.87,85,70,1.3,MX,1690783045
526,mahavelona,-17.6848,49.5087,293.14,72,43,3.4,MG,1690783180
527,gokceada,40.2011,25.909,298.83,73,0,2.57,TR,1690783181
528,port alfred,-33.5906,26.891,286.73,58,69,11.93,ZA,1690783183
529,thanh pho uong bi,21.0333,106.7833,302.14,60,100,4.48,VN,1690783184
530,consuegra,39.4625,-3.608,296.87,37,0,1.08,ES,1690783185
531,ca mau,9.1769,105.15,305.45,57,98,5.21,VN,1690783186
532,sarakhs,36.5449,61.1577,310.98,12,0,5.52,IR,1690783188
533,pekan,3.4836,103.3996,304.21,69,93,2.36,MY,1690783189
534,chui,-33.6971,-53.4616,283.1,80,100,2.43,UY,1690783190
535,puerto deseado,-47.7503,-65.8938,274.84,66,21,3.68,AR,1690783191
536,qulsary,46.9531,54.0198,304.6,24,2,3.04,KZ,1690783193
537,mossel bay,-34.1831,22.146,283.11,73,86,10.3,ZA,1690783194
538,letlhakeng,-24.0944,25.0298,278.08,37,0,3.04,BW,1690783195
539,constitucion,-35.3333,-72.4167,286.34,79,100,1.2,CL,1690783196
540,barra de santo antonio,-9.4047,-35.5072,294.75,84,16,3.82,BR,1690783197
541,illushi,6.6667,6.6308,297.14,96,100,1.11,NG,1690783199
542,hopelchen,19.7667,-89.85,296.15,98,81,0.85,MX,1690783200
543,punto fijo,11.6956,-70.1996,300.33,84,24,12.27,VE,1690783202
544,zaozersk,69.4005,32.4476,285.58,87,61,1.57,RU,1690783210
545,eyl,7.9803,49.8164,301.15,50,90,10.02,SO,1690783214
546,koungheul,13.9833,-14.8,297.89,87,100,2.4,SN,1690783216
547,goonellabah,-28.8167,153.3167,293.24,61,42,4.3,AU,1690783218
548,markha,62.1053,129.7269,294.13,46,0,5.0,RU,1690783219
549,kisanga,-7.4362,37.7034,297.34,63,43,1.85,TZ,1690783220
550,upington,-28.4478,21.2561,274.36,80,0,0.51,ZA,1690783222
551,ishigaki,24.3448,124.1572,304.22,74,40,5.66,JP,1690783223
552,kourou,5.1552,-52.6478,296.18,92,3,2.58,GF,1690783208
553,valladolid,41.5833,-4.6667,291.92,74,0,1.3,ES,1690783160
554,nampula,-15.1165,39.2666,291.12,100,40,3.6,MZ,1690783224
555,yamada,39.4667,141.95,304.78,55,86,4.81,JP,1690783228
556,anaconda,46.1285,-112.9423,289.49,32,6,2.41,US,1690783230
557,sanya,18.2431,109.505,303.24,74,75,1.0,CN,1690783232
558,itaituba,-4.2761,-55.9836,296.66,77,4,0.19,BR,1690783235
559,perumpavur,10.1333,76.4833,302.1,79,40,3.6,IN,1690783236
560,dikhil,11.5,42.1667,306.7,28,65,1.41,DJ,1690783238
561,tchintabaraden,15.8969,5.7985,304.53,46,19,6.71,NE,1690783239
562,robore,-18.3333,-59.75,295.61,60,0,0.85,BO,1690783240
563,shingu,33.7333,135.9833,305.95,54,100,3.07,JP,1690783242
564,kayapinar,37.5574,41.165,300.44,17,0,3.26,TR,1690783243
565,muisne,0.6,-80.0333,298.71,82,90,5.96,EC,1690783244
566,uacu cungo,-11.3634,15.1208,290.33,74,26,1.4,AO,1690783245
567,yaren,-0.5472,166.916,301.77,72,14,2.71,NR,1690783247
568,yumaguzino,52.9041,56.3933,298.2,51,6,2.78,RU,1690783248
569,le mars,42.7942,-96.1656,294.58,100,0,1.54,US,1690783249
570,fiambala,-27.6871,-67.6149,287.98,31,20,1.9,AR,1690783250
